year,mb_annual_meas_corr,mb_annual_meas,mb_annual_hydro,mb_winter_meas,mb_winter_fixed,ela,aar,rmse,melt_factor,rad_fact_ice,rad_fact_snow,prec_corr,mb_cumul
2020,-0.773,-0.754,-0.376,NA,1.221,4090,28.2,0.170,2.283,0.457,0.285,150,-0.376
