12b	29.09.1988	28.09.1989	719800	4389174	-9999	-110	1								
12c	29.09.1988	28.09.1989	719921	4388951	-9999	-93	1								
12d	29.09.1988	28.09.1989	720020	4388786	-9999	-86	1								
12e	29.09.1988	28.09.1989	720122	4388678	-9999	-103	1								
12f	29.09.1988	28.09.1989	720318	4388398	-9999	-47	1								
12g	29.09.1988	28.09.1989	720467	4388166	-9999	-40	1								
12h	29.09.1988	28.09.1989	720598	4388004	-9999	-15	1								
12j	29.09.1988	28.09.1989	720893	4387596	-9999	-4	1								
12k	29.09.1988	28.09.1989	720916	4387401	-9999	-31	1								
12l	29.09.1988	28.09.1989	720891	4387138	-9999	41	1								
12m	29.09.1988	28.09.1989	720828	4386874	-9999	51	1								
12o	29.09.1988	28.09.1989	720738	4386472	-9999	40	1								
12p	29.09.1988	28.09.1989	720692	4386286	-9999	36	1								
12q	29.09.1988	28.09.1989	720582	4385943	-9999	60	1								
12r	29.09.1988	28.09.1989	720489	4385716	-9999	41	1								
12s	29.09.1988	28.09.1989	720328	4385450	-9999	40	1								
13a	29.09.1988	28.09.1989	717620	4389189	-9999	-40	1								
13b	29.09.1988	28.09.1989	717728	4389090	-9999	-36	1								
13c	29.09.1988	28.09.1989	717840	4389007	-9999	-86	1								
13d	29.09.1988	28.09.1989	718096	4388792	-9999	-64	1								
13e	29.09.1988	28.09.1989	718136	4388684	-9999	-73	1								
13f	29.09.1988	28.09.1989	718159	4388528	-9999	-66	1								
13g	29.09.1988	28.09.1989	718201	4388352	-9999	-40	1								
13h	29.09.1988	28.09.1989	718263	4388208	-9999	-15	1								
13i	29.09.1988	28.09.1989	718284	4388110	-9999	4	1								
13j	29.09.1988	28.09.1989	718267	4387943	-9999	-7	1								
13k	29.09.1988	28.09.1989	718282	4387620	-9999	75	1								
13m	29.09.1988	28.09.1989	718475	4387163	-9999	58	1								
1b	29.09.1989	30.09.1990	720535	4392558	-9999	-503	1								
1c	29.09.1989	30.09.1990	720428	4392587	-9999	-400	1								
1d	29.09.1989	30.09.1990	720341	4392607	-9999	-397	1								
1e	29.09.1989	30.09.1990	720241	4392628	-9999	-466	1								
1g	29.09.1989	30.09.1990	720059	4392665	-9999	-287	1								
2b	29.09.1989	30.09.1990	720251	4391285	-9999	-422	1								
2c	29.09.1989	30.09.1990	720154	4391285	-9999	-398	1								
2d	29.09.1989	30.09.1990	720067	4391294	-9999	-387	1								
2e	29.09.1989	30.09.1990	719970	4391294	-9999	-364	1								
2f	29.09.1989	30.09.1990	719882	4391293	-9999	-373	1								
2g	29.09.1989	30.09.1990	719775	4391293	-9999	-326	1								
2h	29.09.1989	30.09.1990	719678	4391302	-9999	-321	1								
2i	29.09.1989	30.09.1990	719590	4391302	-9999	-238	1								
3b	29.09.1989	30.09.1990	720271	4390056	-9999	-249	1								
3c	29.09.1989	30.09.1990	720194	4390066	-9999	-293	1								
3d	29.09.1989	30.09.1990	720106	4390065	-9999	-320	1								
3e	29.09.1989	30.09.1990	720019	4390074	-9999	-264	1								
3f	29.09.1989	30.09.1990	719921	4390083	-9999	-308	1								
3g	29.09.1989	30.09.1990	719805	4390092	-9999	-264	1								
3h	29.09.1989	30.09.1990	719727	4390101	-9999	-224	1								
3i	29.09.1989	30.09.1990	719649	4390101	-9999	-252	1								
3j	29.09.1989	30.09.1990	719532	4390110	-9999	-211	1								
3k	29.09.1989	30.09.1990	719434	4390119	-9999	-238	1								
3l	29.09.1989	30.09.1990	719337	4390118	-9999	-234	1								
4c	29.09.1989	30.09.1990	720264	4389344	-9999	-240	1								
4e	29.09.1989	30.09.1990	720139	4389246	-9999	-193	1								
4g	29.09.1989	30.09.1990	720024	4389147	-9999	-176	1								
4i	29.09.1989	30.09.1990	719823	4388979	-9999	-175	1								
4k	29.09.1989	30.09.1990	719669	4388850	-9999	-97	1								
4m	29.09.1989	30.09.1990	719506	4388722	-9999	-148	1								
4o	29.09.1989	30.09.1990	719381	4388603	-9999	-86	1								
4q	29.09.1989	30.09.1990	719246	4388484	-9999	-68	1								
5c	29.09.1989	30.09.1990	718520	4389215	-9999	-184	1								
5e	29.09.1989	30.09.1990	718562	4389039	-9999	-118	1								
5g	29.09.1989	30.09.1990	718594	4388882	-9999	-142	1								
5i	29.09.1989	30.09.1990	718636	4388706	-9999	-120	1								
5k	29.09.1989	30.09.1990	718668	4388501	-9999	-109	1								
6b	29.09.1989	30.09.1990	721328	4387651	-9999	-68	1								
6d	29.09.1989	30.09.1990	721116	4387589	-9999	-58	1								
6g	29.09.1989	30.09.1990	720731	4387496	-9999	-16	1								
6h	29.09.1989	30.09.1990	720615	4387466	-9999	11	1								
6i	29.09.1989	30.09.1990	720460	4387424	-9999	15	1								
6j	29.09.1989	30.09.1990	720373	4387404	-9999	12	1								
6k	29.09.1989	30.09.1990	720258	4387363	-9999	28	1								
6l	29.09.1989	30.09.1990	720016	4387291	-9999	22	1								
6m	29.09.1989	30.09.1990	720026	4387281	-9999	27	1								
6n	29.09.1989	30.09.1990	719929	4387251	-9999	-25	1								
7c	29.09.1989	30.09.1990	720651	4392873	-9999	-538	1								
7d	29.09.1989	30.09.1990	720528	4392723	-9999	-518	1								
7e	29.09.1989	30.09.1990	720428	4392587	-9999	-400	1								
7f	29.09.1989	30.09.1990	720314	4392385	-9999	-510	1								
7g	29.09.1989	30.09.1990	720211	4392199	-9999	-472	1								
7h	29.09.1989	30.09.1990	720149	4392080	-9999	-514	1								
7i	29.09.1989	30.09.1990	720069	4391936	-9999	-463	1								
7j	29.09.1989	30.09.1990	719966	4391721	-9999	-458	1								
7l	29.09.1989	30.09.1990	719882	4391303	-9999	-373	1								
7m	29.09.1989	30.09.1990	719887	4390991	-9999	-436	1								
7n	29.09.1989	30.09.1990	719890	4390805	-9999	-327	1								
7o	29.09.1989	30.09.1990	719893	4390639	-9999	-308	1								
7p	29.09.1989	30.09.1990	719857	4390464	-9999	-298	1								
7q	29.09.1989	30.09.1990	719821	4390288	-9999	-288	1								
7r	29.09.1989	30.09.1990	719760	4389867	-9999	-307	1								
7s	29.09.1989	30.09.1990	719631	4389425	-9999	-316	1								
7t	29.09.1989	30.09.1990	719535	4389299	-9999	-251	1								
7u	29.09.1989	30.09.1990	719461	4389063	-9999	-270	1								
7v	29.09.1989	30.09.1990	719355	4388859	-9999	-235	1								
7w	29.09.1989	30.09.1990	719359	4388859	-9999	-265	1								
7x	29.09.1989	30.09.1990	719352	4388852	-9999	-227	1								
8a	29.09.1989	30.09.1990	719653	4386339	-9999	52	1								
8b	29.09.1989	30.09.1990	719878	4386312	-9999	54	1								
8c	29.09.1989	30.09.1990	720061	4386273	-9999	77	1								
8d	29.09.1989	30.09.1990	720203	4386249	-9999	67	1								
8e	29.09.1989	30.09.1990	720330	4386194	-9999	64	1								
8f	29.09.1989	30.09.1990	720637	4386149	-9999	81	1								
8g	29.09.1989	30.09.1990	720831	4386094	-9999	108	1								
8h	29.09.1989	30.09.1990	721055	4386042	-9999	72	1								
9a	29.09.1989	30.09.1990	719468	4386185	-9999	95	1								
9b	29.09.1989	30.09.1990	719469	4386078	-9999	91	1								
9c	29.09.1989	30.09.1990	719471	4385970	-9999	106	1								
10a	29.09.1989	30.09.1990	719387	4386472	-9999	103	1								
10b	29.09.1989	30.09.1990	719347	4386530	-9999	113	1								
10d	29.09.1989	30.09.1990	719308	4386578	-9999	130	1								
10e	29.09.1989	30.09.1990	719267	4386646	-9999	112	1								
11b	29.09.1989	30.09.1990	719318	4389414	-9999	-237	1								
11c	29.09.1989	30.09.1990	719183	4389315	-9999	-205	1								
11d	29.09.1989	30.09.1990	719039	4389206	-9999	-204	1								
11e	29.09.1989	30.09.1990	718904	4389136	-9999	-212	1								
11f	29.09.1989	30.09.1990	718758	4389047	-9999	-203	1								
11g	29.09.1989	30.09.1990	718544	4388941	-9999	-171	1								
11h	29.09.1989	30.09.1990	718386	4388900	-9999	-166	1								
11i	29.09.1989	30.09.1990	718078	4388799	-9999	-166	1								
11j	29.09.1989	30.09.1990	717870	4388783	-9999	-144	1								
11k	29.09.1989	30.09.1990	717733	4388781	-9999	-118	1								
11l	29.09.1989	30.09.1990	717623	4388755	-9999	-94	1								
11m	29.09.1989	30.09.1990	717492	4388727	-9999	-110	1								
11n	29.09.1989	30.09.1990	717304	4388696	-9999	-109	1								
11o	29.09.1989	30.09.1990	717232	4388685	-9999	-74	1								
11p	29.09.1989	30.09.1990	717038	4388673	-9999	13	1								
11q	29.09.1989	30.09.1990	716968	4388688	-9999	57	1								
11r	29.09.1989	30.09.1990	716870	4388647	-9999	25	1								
11s	29.09.1989	30.09.1990	716752	4388597	-9999	84	1								
11u	29.09.1989	30.09.1990	716358	4388560	-9999	118	1								
11v	29.09.1989	30.09.1990	716171	4388509	-9999	65	1								
11w	29.09.1989	30.09.1990	715655	4388493	-9999	88	1								
11x	29.09.1989	30.09.1990	715178	4388452	-9999	90	1								
11y	29.09.1989	30.09.1990	714998	4388430	-9999	107	1								
11z	29.09.1989	30.09.1990	714829	4388177	-9999	106	1								
12b	29.09.1989	30.09.1990	719800	4389174	-9999	-193	1								
12c	29.09.1989	30.09.1990	719921	4388951	-9999	-147	1								
12d	29.09.1989	30.09.1990	720020	4388786	-9999	-146	1								
12e	29.09.1989	30.09.1990	720122	4388678	-9999	-131	1								
12f	29.09.1989	30.09.1990	720318	4388398	-9999	-124	1								
12g	29.09.1989	30.09.1990	720467	4388166	-9999	-68	1								
12i	29.09.1989	30.09.1990	720765	4387847	-9999	-56	1								
12j	29.09.1989	30.09.1990	720893	4387596	-9999	17	1								
12k	29.09.1989	30.09.1990	720916	4387401	-9999	-34	1								
12l	29.09.1989	30.09.1990	720891	4387138	-9999	35	1								
12m	29.09.1989	30.09.1990	720828	4386874	-9999	46	1								
12n	29.09.1989	30.09.1990	720773	4386688	-9999	51	1								
12o	29.09.1989	30.09.1990	720738	4386472	-9999	46	1								
12p	29.09.1989	30.09.1990	720692	4386286	-9999	55	1								
12q	29.09.1989	30.09.1990	720582	4385943	-9999	81	1								
12r	29.09.1989	30.09.1990	720489	4385716	-9999	63	1								
12s	29.09.1989	30.09.1990	720328	4385450	-9999	47	1								
13b	29.09.1989	30.09.1990	717728	4389090	-9999	-86	1								
13c	29.09.1989	30.09.1990	717840	4389007	-9999	-122	1								
13d	29.09.1989	30.09.1990	718096	4388792	-9999	-84	1								
13e	29.09.1989	30.09.1990	718136	4388684	-9999	-117	1								
13f	29.09.1989	30.09.1990	718159	4388528	-9999	-94	1								
13g	29.09.1989	30.09.1990	718201	4388352	-9999	-79	1								
13h	29.09.1989	30.09.1990	718263	4388208	-9999	-30	1								
13i	29.09.1989	30.09.1990	718284	4388110	-9999	9	1								
13j	29.09.1989	30.09.1990	718267	4387943	-9999	2	1								
13k	29.09.1989	30.09.1990	718282	4387620	-9999	39	1								
13l	29.09.1989	30.09.1990	718380	4387391	-9999	81	1								
13m	29.09.1989	30.09.1990	718475	4387163	-9999	83	1								
